"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HN04","HN04_ATTRIBUTES","HN05","HN05_ATTRIBUTES","HN06","HN06_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","HX04","HX04_ATTRIBUTES","HX05","HX05_ATTRIBUTES","HX06","HX06_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LN04","LN04_ATTRIBUTES","LN05","LN05_ATTRIBUTES","LN06","LN06_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","LX04","LX04_ATTRIBUTES","LX05","LX05_ATTRIBUTES","LX06","LX06_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MN04","MN04_ATTRIBUTES","MN05","MN05_ATTRIBUTES","MN06","MN06_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","MX04","MX04_ATTRIBUTES","MX05","MX05_ATTRIBUTES","MX06","MX06_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00177238","2019-05","45.08533","-67.1205","35.1","ROBBINSTON, ME US","0.0","7","0.0",",7","20",",7","8",",7","2",",7","","","","","0",",7","3",",7","0",",7","1",",7","0",",7","","","20190501",",,7","","","","","","","20190524",",,7","20190525",",,7","-0.6",",7,01,","","","","","32.5",",,7,24,","23.3",",7,25,","4433.6","7","  12.2",",,,7,5,2","  12.2",",,,7,5,3","  10.6",",,,7,5,5","","","","","","","282.6",",7","  15.6",",,,7,5,2","  13.9",",,,7,5,3","  10.6",",,,7,5,5","","","","","","","   4.4",",,,7,5,2","   4.4",",,,7,5,3","   3.9",",,,7,5,5","","","","","","","   8.9",",,,7,5,2","   6.7",",,,7,5,3","   3.9",",,,7,5,5","","","","","","","   9.2",",,,7,5,2","   9.2",",,,7,5,3","   8.0",",,,7,5,5","","","","","","","  12.7",",,,7,5,2","  11.0",",,,7,5,3","   8.3",",,,7,5,5","","","","","","","137.3",",,,7","","","9.22",",7","14.72",",,,7","3.71",",,,7"
"USC00177238","2019-06","45.08533","-67.1205","35.1","ROBBINSTON, ME US","1.7","7","1.7",",7","11",",7","10",",7","1",",7","","","","","0",",7","0",",7","0",",7","17",",7","0",",7","","","20190601",",,7","","","","","","","20190621",",,7","20190623",",,7","3.9",",7,01,","","","","","27.2",",,7,21,","27.2",",7,23,","4529.6","7","  18.9",",,,7,5,2","  18.3",",,,7,5,3","  16.7",",,,7,5,5","","","","","","","96.0",",7","  22.2",",,,7,5,2","  20.0",",,,7,5,3","  16.7",",,,7,5,5","","","","","","","  12.2",",,,7,5,2","  12.2",",,,7,5,3","  10.6",",,,7,5,5","","","","","","","  16.1",",,,7,5,2","  14.4",",,,7,5,3","  11.1",",,,7,5,5","","","","","","","  16.4",",,,7,5,2","  16.4",",,,7,5,3","  14.5",",,,7,5,5","","","","","","","  19.8",",,,7,5,2","  17.9",",,,7,5,3","  14.7",",,,7,5,5","","","","","","","151.4",",,,7","","","15.19",",7","21.13",",,,7","9.24",",,,7"
"USC00177238","2019-07","45.08533","-67.1205","35.1","ROBBINSTON, ME US","68.4","7","66.7",",7","11",",7","7",",7","2",",7","","","","","0",",7","0",",7","0",",7","29",",7","3",",7","","","20190708","+,,7","","","","","","","20190706",",,7","20190705",",,7","10.6",",7,08,+","","","","","54.6",",,7,06,","34.4",",7,05,","8.3","7","  24.4",",,,7,5,2","  23.3",",,,7,5,3","  21.1",",,,7,5,5","","","","","","","8.3",",7","  26.7",",,,7,5,2","  23.9",",,,7,5,3","  21.1",",,,7,5,5","","","","","","","  17.2",",,,7,5,2","  17.2",",,,7,5,3","  16.7",",,,7,5,5","","","","","","","  21.1",",,,7,5,2","  18.9",",,,7,5,3","  16.7",",,,7,5,5","","","","","","","  21.5",",,,7,5,2","  21.2",",,,7,5,3","  19.7",",,,7,5,5","","","","","","","  25.1",",,,7,5,2","  22.5",",,,7,5,3","  19.9",",,,7,5,5","","","","","","","132.8",",,,7","","","20.21",",7","26.69",",,,7","13.74",",,,7"
"USC00177238","2019-08","45.08533","-67.1205","35.1","ROBBINSTON, ME US","103.5","7","35.1",",7","10",",7","6",",7","2",",7","","","","","0",",7","0",",7","0",",7","26",",7","0",",7","","","20190825",",,7","","","","","","","20190829",",,7","20190803","+,,7","7.8",",7,25,","","","","","93.0",",,7,29,","30.0",",7,03,+","27.5","7","  23.9",",,,7,5,2","  23.3",",,,7,5,3","  21.1",",,,7,5,5","","","","","","","19.2",",7","  26.7",",,,7,5,2","  23.9",",,,7,5,3","  21.1",",,,7,5,5","","","","","","","  18.3",",,,7,5,2","  18.3",",,,7,5,3","  18.9",",,,7,5,5","","","","","","","  20.6",",,,7,5,2","  20.0",",,,7,5,3","  18.9",",,,7,5,5","","","","","","","  20.8",",,,7,5,2","  21.0",",,,7,5,3","  20.2",",,,7,5,5","","","","","","","  23.6",",,,7,5,2","  22.0",",,,7,5,3","  20.3",",,,7,5,5","","","","","","","176.3",",,,7","","","18.85",",7","24.77",",,,7","12.92",",,,7"
"USC00177238","2019-09","45.08533","-67.1205","35.1","ROBBINSTON, ME US","107.1","7","3.6",",7","11",",7","5",",7","1",",7","","","","","0",",7","0",",7","0",",7","14",",7","0",",7","","","20190930","+,,7","","","","","","","20190907",",,7","20190923","+,,7","2.8",",7,30,+","","","","","65.3",",,7,07,","27.8",",7,23,+","148.5","7","  18.9",",,,7,5,2","  19.4",",,,7,5,3","  18.9",",,,7,5,5","","","","","","","121.0",",7","  21.1",",,,7,5,2","  20.6",",,,7,5,3","  19.4",",,,7,5,5","","","","","","","  14.4",",,,7,5,2","  15.6",",,,7,5,3","  15.6",",,,7,5,5","","","","","","","  16.1",",,,7,5,2","  16.7",",,,7,5,3","  16.1",",,,7,5,5","","","","","","","  16.4",",,,7,5,2","  17.2",",,,7,5,3","  16.9",",,,7,5,5","","","","","","","  18.7",",,,7,5,2","  18.1",",,,7,5,3","  17.1",",,,7,5,5","","","","","","","120.6",",,,7","","","14.42",",7","20.30",",,,7","8.54",",,,7"
"USC00177238","2019-10","45.08533","-67.1205","35.1","ROBBINSTON, ME US","107.1","7","0.0",",7","17",",7","8",",7","1",",7","0",",7","0",",7","0",",7","2",",7","0",",7","0",",7","0",",7","","","20191028",",,7","20191031","+,,7","20191031","+,,7","1","","20191023",",,7","20191013","+,,7","-1.1",",7,28,","0",",,7,31,+","0",",,7,31,+","57.4",",,7,23,","18.3",",7,13,+","422.6","7","  13.9",",,,7,5,2","  15.0",",,,7,5,3","  15.6","2,,,7,5,5","","","","","","","274.1",",7","  15.6",",,,7,5,2","  15.6",",,,7,5,3","  15.6","2,,,7,5,5","","","","","","","   8.9",",,,7,5,2","  10.0",",,,7,5,3","  10.6","2,,,7,5,5","","","","","","","  10.6",",,,7,5,2","  10.0",",,,7,5,3","  10.6","2,,,7,5,5","","","","","","","  11.1",",,,7,5,2","  12.0",",,,7,5,3","  12.6","2,,,7,5,5","","","","","","","  12.9",",,,7,5,2","  12.7",",,,7,5,3","  12.8","2,,,7,5,5","","","","","","","139.9",",,,7","0",",,,7","9.49",",7","14.37",",,,7","4.61",",,,7"
"USC00177238","2019-11","45.08533","-67.1205","35.1","ROBBINSTON, ME US","107.1","7","0.0","1,7","15",",7","14",",7","1",",7","","","","","0",",7","26",",7","4","1,7","0","1,7","0","1,7","","","20191114","+,,7","","","","","","","20191118",",,7","20191101",",1,7","-9.4",",7,14,+","","","","","31.2",",,7,18,","16.7","1,7,01,","927.1","7","  11.7",",,,7,5,2","  11.7",",,,7,5,3","  11.1",",,,7,5,5","","","","","","","504.5","1,7","  13.3",",,,7,5,2","  12.2",",,,7,5,3","  11.7",",,,7,5,5","","","","","","","   1.1",",,,7,5,2","   1.7",",,,7,5,3","   3.3",",,,7,5,5","","","","","","","   1.7",",,,7,5,2","   1.7",",,,7,5,3","   3.3",",,,7,5,5","","","","","","","   3.8",",,,7,5,2","   4.4",",,,7,5,3","   6.2",",,,7,5,5","","","","","","","   5.0",",,,7,5,2","   5.0",",,,7,5,3","   6.4",",,,7,5,5","","","","","","","178.7",",,,7","","","0.98","1,7","4.89","1,,,7","-2.93",",,,7"
"USC00177238","2019-12","45.08533","-67.1205","35.1","ROBBINSTON, ME US","107.1","7","0.0",",7","14",",7","7",",7","2",",7","18","3,7","","","0",",7","28",",7","14",",7","0",",7","0",",7","","","20191219",",,7","20191231",",3,7","","","","","20191214",",,7","20191214","+,,7","-13.9",",7,19,","102","3,,7,31,","","","58.9",",,7,14,","12.8",",7,14,+","1568.6","7","   1.1",",,,7,5,2","   3.3",",,,7,5,5","","","","","","","","","641.5",",7","   2.2",",,,7,5,2","   1.1",",,,7,5,3","   3.3",",,,7,5,5","","","","","","","   0.0",",,,7,5,2","   1.7",",,,7,5,5","","","","","","","","","   0.0",",,,7,5,2","   0.6",",,,7,5,3","   1.7",",,,7,5,5","","","","","","","   0.7",",,,7,5,2","   2.1",",,,7,5,5","","","","","","","","","   0.9",",,,7,5,2","   0.9",",,,7,5,3","   2.1",",,,7,5,5","","","","","","","165.7",",,,7","","","-2.36",",7","1.62",",,,7","-6.34",",,,7"
"USC00177238","2020-01","45.08533","-67.1205","35.1","ROBBINSTON, ME US","0.0","7","0.0",",7","16",",7","8",",7","1",",7","31",",7","7",",7","3",",7","30",",7","16",",7","0",",7","0",",7","","","20200119",",,7","20200120",",,7","20200119",",,7","","","20200126",",,7","20200111",",,7","-20.0",",7,19,","254",",,7,20,","109",",,7,19,","33.5",",,7,26,","10.6",",7,11,","2278.1","7","   0.6","1,,,7,5,2","   0.6","1,,,7,5,3","   1.7","1,,,7,5,5","","","","","","","709.5",",7","   0.6","1,,,7,5,2","   0.6","1,,,7,5,3","   1.7","1,,,7,5,5","","","","","","","  -2.2","1,,,7,5,2","   0.0","1,,,7,5,3","   1.1","1,,,7,5,5","","","","","","","  -1.7","1,,,7,5,2","   0.0","1,,,7,5,3","   1.1","1,,,7,5,5","","","","","","","   0.1","1,,,7,5,2","   0.3","1,,,7,5,3","   1.3","1,,,7,5,5","","","","","","","   0.3","1,,,7,5,2","   0.3","1,,,7,5,3","   1.3","1,,,7,5,5","","","","","","","85.6",",,,7","386",",,,7","-4.55",",7","-0.45",",,,7","-8.66",",,,7"
"USC00177238","2020-02","45.08533","-67.1205","35.1","ROBBINSTON, ME US","0.0","7","0.0",",7","13",",7","7",",7","1",",7","29",",7","4",",7","4",",7","28",",7","10",",7","0",",7","0",",7","","","20200221","+,,7","20200218",",,7","20200218",",,7","","","20200227",",,7","20200224",",,7","-21.7",",7,21,+","279",",,7,18,","107",",,7,18,","28.4",",,7,27,","12.8",",7,24,","2916.8","7","   0.0",",,,7,5,2","   0.0",",,,7,5,3","   1.1",",,,7,5,5","","","","","","","638.7",",7","   0.0",",,,7,5,2","   0.0",",,,7,5,3","   1.1",",,,7,5,5","","","","","","","  -1.7",",,,7,5,2","  -0.6",",,,7,5,3","   0.6",",,,7,5,5","","","","","","","  -1.1",",,,7,5,2","  -0.6",",,,7,5,3","   0.6",",,,7,5,5","","","","","","","  -0.6",",,,7,5,2","  -0.2",",,,7,5,3","   0.8",",,,7,5,5","","","","","","","  -0.2",",,,7,5,2","  -0.1",",,,7,5,3","   0.8",",,,7,5,5","","","","","","","87.2",",,,7","336",",,,7","-3.69",",7","1.56",",,,7","-8.94",",,,7"
"USC00177238","2020-03","45.08533","-67.1205","35.1","ROBBINSTON, ME US","0.0","7","0.0",",7","13",",7","7",",7","0",",7","23",",7","3",",7","0",",7","28",",7","1",",7","0",",7","0",",7","","","20200301",",,7","20200302","+,,7","20200324",",,7","","","20200313",",,7","20200328",",,7","-11.7",",7,01,","178",",,7,02,+","130",",,7,24,","25.1",",,7,13,","12.2",",7,28,","3451.4","7","   0.6",",,,7,5,2","   0.0",",,,7,5,3","","","","","","","","","534.6",",7","   0.6",",,,7,5,2","","","","","","","","","","","  -1.1",",,,7,5,2","  -0.6",",,,7,5,3","","","","","","","","","   0.0",",,,7,5,2","","","","","","","","","","","   0.3",",,,7,5,2","   0.0",",,,7,5,3","","","","","","","","","   0.4",",,,7,5,2","","","","","","","","","","","73.1",",,,7","250",",,,7","1.09",",7","5.73",",,,7","-3.55",",,,7"
"USC00177238","2020-04","45.08533","-67.1205","35.1","ROBBINSTON, ME US","0.0","7","0.0",",7","12",",7","7",",7","2",",7","3",",7","2",",7","0",",7","22",",7","0",",7","0",",7","0",",7","","","20200421",",,7","20200409",",,7","20200409",",,7","","","20200413",",,7","20200425",",,7","-3.9",",7,21,","102",",,7,09,","112",",,7,09,","34.0",",,7,13,","16.1",",7,25,","3864.0","7","   6.7",",,,7,5,2","   6.7",",,,7,5,3","   6.1","1,,,7,5,5","","","","","","","412.6",",7","  11.1",",,,7,5,2","   8.9",",,,7,5,3","   6.1",",,,7,5,5","","","","","","","   0.6",",,,7,5,2","   0.0",",,,7,5,3","   0.6","1,,,7,5,5","","","","","","","   0.6",",,,7,5,2","   0.0",",,,7,5,3","   0.6",",,,7,5,5","","","","","","","   3.2",",,,7,5,2","   2.9",",,,7,5,3","   2.7","1,,,7,5,5","","","","","","","   6.2",",,,7,5,2","   4.1",",,,7,5,3","   2.9",",,,7,5,5","","","","","","","113.7",",,,7","214",",,,7","4.58",",7","10.06",",,,7","-0.90",",,,7"
"USC00177238","2020-05","45.08533","-67.1205","35.1","ROBBINSTON, ME US","3.9","7","3.9",",7","11",",7","5",",7","1",",7","1",",7","1",",7","0",",7","9",",7","0",",7","8",",7","0",",7","","","20200510",",,7","20200509",",,7","20200509",",,7","","","20200509",",,7","20200522",",,7","-1.1",",7,10,","76",",,7,09,","89",",,7,09,","34.5",",,7,09,","31.7",",7,22,","4098.5","7","  18.3",",,,7,5,2","  17.2",",,,7,5,3","  13.9",",,,7,5,5","","","","","","","234.5",",7","  20.6",",,,7,5,2","  18.3",",,,7,5,3","  13.9",",,,7,5,5","","","","","","","   6.7",",,,7,5,2","   6.7",",,,7,5,3","   6.7",",,,7,5,5","","","","","","","   8.9",",,,7,5,2","   8.3",",,,7,5,3","   7.2",",,,7,5,5","","","","","","","  11.0",",,,7,5,2","  11.0",",,,7,5,3","   9.2",",,,7,5,5","","","","","","","  14.3",",,,7,5,2","  12.6",",,,7,5,3","   9.5",",,,7,5,5","","","","","","","65.9",",,,7","107",",,,7","10.90",",7","17.89",",,,7","3.90",",,,7"
"USC00177238","2020-06","45.08533","-67.1205","35.1","ROBBINSTON, ME US","28.4","7","24.5",",7","7",",7","5",",7","0",",7","","","","","0",",7","0",",7","0",",7","20",",7","2",",7","","","20200602","+,,7","","","","","","","20200611",",,7","20200619",",,7","2.2",",7,02,+","","","","","15.2",",,7,11,","36.1",",7,19,","4170.6","7","  21.1",",,,7,5,2","  20.0",",,,7,5,3","  17.8","1,,,7,5,5","","","","","","","72.1",",7","  25.6",",,,7,5,2","  22.2",",,,7,5,3","  17.8","1,,,7,5,5","","","","","","","  13.9",",,,7,5,2","  14.4",",,,7,5,3","  13.3","1,,,7,5,5","","","","","","","  16.1",",,,7,5,2","  15.6",",,,7,5,3","  13.3","1,,,7,5,5","","","","","","","  17.3",",,,7,5,2","  17.3",",,,7,5,3","  15.3","1,,,7,5,5","","","","","","","  20.9",",,,7,5,2","  18.8",",,,7,5,3","  15.5","1,,,7,5,5","","","","","","","43.8",",,,7","","","16.75",",7","23.33",",,,7","10.16",",,,7"
"USC00177238","2020-07","45.08533","-67.1205","35.1","ROBBINSTON, ME US","90.3","7","61.9",",7","14",",7","7",",7","0",",7","","","","","0",",7","0",",7","0",",7","24",",7","1",",7","","","20200716",",,7","","","","","","","20200702",",,7","20200729",",,7","7.8",",7,16,","","","","","14.2",",,7,02,","32.2",",7,29,","27.1","7","  23.3",",,,7,5,2","  22.2",",,,7,5,3","  20.6",",,,7,5,5","","","","","","","27.1",",7","  27.8",",,,7,5,2","  23.9",",,,7,5,3","  20.6",",,,7,5,5","","","","","","","  18.3",",,,7,5,2","  18.9",",,,7,5,3","  17.8",",,,7,5,5","","","","","","","  21.1",",,,7,5,2","  20.0",",,,7,5,3","  17.8",",,,7,5,5","","","","","","","  20.5",",,,7,5,2","  20.2",",,,7,5,3","  18.4",",,,7,5,5","","","","","","","  23.8",",,,7,5,2","  21.4",",,,7,5,3","  18.5",",,,7,5,5","","","","","","","55.9",",,,7","","","19.45",",7","24.56",",,,7","14.35",",,,7"
"USC00177238","2020-08","45.08533","-67.1205","35.1","ROBBINSTON, ME US","157.2","7","66.9",",7","11",",7","4",",7","2",",7","","","","","0",",7","0",",7","0",",7","28",",7","0",",7","","","20200831","+,,7","","","","","","","20200829",",,7","20200814","+,,7","8.3",",7,31,+","","","","","38.4",",,7,29,","31.7",",7,14,+","49.1","7","  23.3",",,,7,5,2","  22.2",",,,7,5,3","  20.6",",,,7,5,5","","","","","","","22.0",",7","  26.7",",,,7,5,2","  23.3",",,,7,5,3","  20.6",",,,7,5,5","","","","","","","  16.1",",,,7,5,2","  16.1",",,,7,5,3","  17.8",",,,7,5,5","","","","","","","  18.9",",,,7,5,2","  18.3",",,,7,5,3","  17.8",",,,7,5,5","","","","","","","  20.7",",,,7,5,2","  20.7",",,,7,5,3","  19.9",",,,7,5,5","","","","","","","  24.2",",,,7,5,2","  21.9",",,,7,5,3","  20.0",",,,7,5,5","","","","","","","95.5",",,,7","","","19.78",",7","25.89",",,,7","13.67",",,,7"
"USC00177238","2020-09","45.08533","-67.1205","35.1","ROBBINSTON, ME US","169.7","7","12.5",",7","11",",7","4",",7","1",",7","","","","","0",",7","0",",7","0",",7","16",",7","0",",7","","","20200921","+,,7","","","","","","","20200903",",,7","20200904",",,7","1.7",",7,21,+","","","","","25.7",",,7,03,","28.3",",7,04,","150.7","7","  20.0",",,,7,5,2","  19.4",",,,7,5,3","  18.3",",,,7,5,5","","","","","","","101.6",",7","  23.3",",,,7,5,2","  20.6",",,,7,5,3","  18.3",",,,7,5,5","","","","","","","  12.2",",,,7,5,2","  12.8",",,,7,5,3","  14.4",",,,7,5,5","","","","","","","  13.3",",,,7,5,2","  14.4",",,,7,5,3","  14.4",",,,7,5,5","","","","","","","  16.1",",,,7,5,2","  16.7",",,,7,5,3","  16.6",",,,7,5,5","","","","","","","  18.7",",,,7,5,2","  17.9",",,,7,5,3","  16.9",",,,7,5,5","","","","","","","62.9",",,,7","","","15.36",",7","21.30",",,,7","9.43",",,,7"
"USC00177238","2020-10","45.08533","-67.1205","35.1","ROBBINSTON, ME US","169.7","7","0.0",",7","14",",7","8",",7","1",",7","0",",7","0",",7","0",",7","9",",7","0",",7","1",",7","0",",7","","","20201031",",,7","20201031","+,,7","20201031","+,,7","","","20201014",",,7","20201001",",,7","-4.4",",7,31,","0",",,7,31,+","0",",,7,31,+","28.4",",,7,14,","22.2",",7,01,","438.1","7","  16.7","1,,,7,5,2","  16.7","1,,,7,5,3","  16.1",",,,7,5,5","","","","","","","287.4",",7","  17.8","1,,,7,5,2","  17.2","1,,,7,5,3","  16.1",",,,7,5,5","","","","","","","   5.6","1,,,7,5,2","   6.7","1,,,7,5,3","   8.9",",,,7,5,5","","","","","","","   8.9","1,,,7,5,2","   9.4","1,,,7,5,3","   9.4",",,,7,5,5","","","","","","","  11.4","1,,,7,5,2","  12.3","1,,,7,5,3","  12.8",",,,7,5,5","","","","","","","  13.3","1,,,7,5,2","  13.3","1,,,7,5,3","  13.1",",,,7,5,5","","","","","","","89.6",",,,7","0",",,,7","9.06",",7","14.26",",,,7","3.86",",,,7"
"USC00177238","2020-11","45.08533","-67.1205","35.1","ROBBINSTON, ME US","169.7","7","0.0",",7","12",",7","8",",7","1",",7","1",",7","0",",7","0",",7","16",",7","1",",7","1",",7","0",",7","","","20201119",",,7","20201125",",,7","20201125",",,7","","","20201126",",,7","20201110",",,7","-7.8",",7,19,","25",",,7,25,","20",",,7,25,","26.7",",,7,26,","22.8",",7,10,","833.5","7","   8.9",",,,7,5,2","  10.0",",,,7,5,3","   9.4",",,,7,5,5","","","","","","","395.4",",7","  11.1",",,,7,5,2","  10.6",",,,7,5,3","   9.4",",,,7,5,5","","","","","","","   2.8",",,,7,5,2","   3.3",",,,7,5,3","   5.6",",,,7,5,5","","","","","","","   3.9",",,,7,5,2","   4.4",",,,7,5,3","   5.6",",,,7,5,5","","","","","","","   5.6",",,,7,5,2","   6.2",",,,7,5,3","   7.5",",,,7,5,5","","","","","","","   7.4",",,,7,5,2","   7.2",",,,7,5,3","   7.8",",,,7,5,5","","","","","","","125.5",",,,7","20",",,,7","5.15",",7","10.04",",,,7","0.27",",,,7"
"USC00177238","2020-12","45.08533","-67.1205","35.1","ROBBINSTON, ME US","169.7","7","0.0",",7","15",",7","12",",7","2",",7","","","","","0",",7","26",",7","9",",7","0",",7","0",",7","","","20201216",",,7","","","","","","","20201201",",,7","20201201",",,7","-15.6",",7,16,","","","","","61.2",",,7,01,","16.1",",7,01,","1405.1","7","   7.8",",,,7,5,2","   7.8",",,,7,5,3","   6.7",",,,7,5,5","","","","","","","571.6",",7","  10.6",",,,7,5,2","   8.9",",,,7,5,3","   7.2",",,,7,5,5","","","","","","","   1.1",",,,7,5,2","   1.1",",,,7,5,3","   2.2",",,,7,5,5","","","","","","","   1.1",",,,7,5,2","   1.1",",,,7,5,3","   2.2",",,,7,5,5","","","","","","","   2.6",",,,7,5,2","   2.6",",,,7,5,3","   3.9",",,,7,5,5","","","","","","","   3.2",",,,7,5,2","   3.1",",,,7,5,3","   4.1",",,,7,5,5","","","","","","","198.3",",,,7","","","-0.11",",7","3.48",",,,7","-3.70",",,,7"
"USC00177238","2021-01","45.08533","-67.1205","35.1","ROBBINSTON, ME US","0.0","7","0.0",",7","8",",7","2",",7","0",",7","31",",7","3",",7","0",",7","31",",7","16",",7","0",",7","0",",7","","","20210131",",,7","20210103","+,,7","20210102",",,7","","","20210102",",,7","20210116",",,7","-17.2",",7,31,","152",",,7,03,+","183",",,7,02,","21.6",",,7,02,","5.6",",7,16,","2085.7","7","   1.1",",,,7,5,2","   1.1",",,,7,5,3","   2.2",",,,7,5,5","","","","","","","680.6",",7","   1.1",",,,7,5,2","   1.1",",,,7,5,3","   2.2",",,,7,5,5","","","","","","","  -1.7",",,,7,5,2","   0.0",",,,7,5,3","   1.1",",,,7,5,5","","","","","","","  -0.6",",,,7,5,2","   0.0",",,,7,5,3","   1.1",",,,7,5,5","","","","","","","   0.4",",,,7,5,2","   0.4",",,,7,5,3","   1.7",",,,7,5,5","","","","","","","   0.6",",,,7,5,2","   0.5",",,,7,5,3","   1.7",",,,7,5,5","","","","","","","29.5",",,,7","302",",,,7","-3.62",",7","-0.20",",,,7","-7.05",",,,7"
"USC00177238","2021-02","45.08533","-67.1205","35.1","ROBBINSTON, ME US","0.0","7","0.0",",7","14",",7","8",",7","2",",7","28",",7","","","0",",7","27",",7","16",",7","0",",7","0",",7","","","20210212",",,7","20210222",",,7","","","","","20210202",",,7","20210228","+,,7","-17.2",",7,12,","330",",,7,22,","","","32.3",",,7,02,","7.8",",7,28,+","2722.0","7","   0.0",",,,7,5,2","   0.0",",,,7,5,3","   1.1",",,,7,5,5","","","","","","","636.3",",7","   0.6",",,,7,5,2","   1.1",",,,7,5,5","","","","","","","","","  -1.7",",,,7,5,2","   0.0",",,,7,5,3","   0.6",",,,7,5,5","","","","","","","  -0.6",",,,7,5,2","   0.6",",,,7,5,5","","","","","","","","","  -0.3",",,,7,5,2","   0.0",",,,7,5,3","   0.9",",,,7,5,5","","","","","","","   0.5",",,,7,5,2","   1.0",",,,7,5,5","","","","","","","","","109.1",",,,7","","","-4.39",",7","0.36",",,,7","-9.15",",,,7"
"USC00177238","2021-03","45.08533","-67.1205","35.1","ROBBINSTON, ME US","0.0","7","0.0",",7","8",",7","4",",7","1",",7","22",",7","0",",7","0",",7","28",",7","5",",7","0",",7","0",",7","","","20210302",",,7","20210309","+,,7","20210314",",,7","","","20210301",",,7","20210322",",,7","-17.2",",7,02,","254",",,7,09,+","20",",,7,14,","29.5",",,7,01,","18.3",",7,22,","3278.3","7","   1.1","2,,,7,5,2","   0.0","2,,,7,5,3","   0.6","2,,,7,5,5","","","","","","","556.3",",7","   1.7","2,,,7,5,2","   0.0","2,,,7,5,3","   0.6","2,,,7,5,5","","","","","","","  -1.1","2,,,7,5,2","   0.0","2,,,7,5,3","   0.6","2,,,7,5,5","","","","","","","  -0.6","2,,,7,5,2","   0.0","2,,,7,5,3","   0.6","2,,,7,5,5","","","","","","","   0.0","2,,,7,5,2","   0.0","2,,,7,5,3","   0.6","2,,,7,5,5","","","","","","","   0.5","2,,,7,5,2","   0.0","2,,,7,5,3","   0.6","2,,,7,5,5","","","","","","","83.2",",,,7","36",",,,7","0.39",",7","6.63",",,,7","-5.85",",,,7"
"USC00177238","2021-04","45.08533","-67.1205","35.1","ROBBINSTON, ME US","0.0","7","0.0",",7","13",",7","10",",7","2",",7","","","","","0",",7","12",",7","0",",7","2",",7","0",",7","","","20210403",",,7","","","","","","","20210401",",,7","20210428","+,,7","-3.9",",7,03,","","","","","64.8",",,7,01,","21.7",",7,28,+","3605.7","7","   9.4",",,,7,5,2","  10.0",",,,7,5,3","   8.3",",,,7,5,5","","","","","","","327.4",",7","  12.8",",,,7,5,2","  12.2",",,,7,5,3","   8.9",",,,7,5,5","","","","","","","   1.1",",,,7,5,2","   0.0",",,,7,5,3","   0.6",",,,7,5,5","","","","","","","   2.2",",,,7,5,2","   1.7",",,,7,5,3","   1.1",",,,7,5,5","","","","","","","   5.7",",,,7,5,2","   6.2",",,,7,5,3","   5.1",",,,7,5,5","","","","","","","   8.5",",,,7,5,2","   7.8",",,,7,5,3","   5.4",",,,7,5,5","","","","","","","159.2",",,,7","","","7.42",",7","13.12",",,,7","1.72",",,,7"
